-1.2509	77.691	7.7776	-1.4478	77.552	7.6264	-1.285	77.741	8.069	1	0	0	4.6389e-06	0	0	0
31.081	-0.6165	7.7479	31.311	-0.53887	7.6252	31.07	-0.66517	8.029	1	0	0	8.9045e-06	0	0	0
-1.0197	77.778	7.6371	-1.2167	77.64	7.4863	-1.2509	77.691	7.7776	1	0	0	1.3329e-05	0	0	0
-1.0197	77.778	7.6371	-1.2509	77.691	7.7776	-1.285	77.741	8.069	1	0	0	2.1246e-05	0	0	0
30.861	-0.64538	7.5891	31.092	-0.56783	7.4668	31.081	-0.6165	7.7479	1	0	0	2.5315e-05	0	0	0
30.861	-0.64538	7.5891	31.081	-0.6165	7.7479	31.07	-0.66517	8.029	1	0	0	3.2595e-05	0	0	0
-1.2167	77.64	7.4863	-1.4137	77.502	7.3353	-1.4478	77.552	7.6264	1	0	0	3.7018e-05	0	0	0
-1.2167	77.64	7.4863	-1.4478	77.552	7.6264	-1.2509	77.691	7.7776	1	0	0	4.1653e-05	0	0	0
31.092	-0.56783	7.4668	31.322	-0.49024	7.3443	31.311	-0.53887	7.6252	1	0	0	4.572e-05	0	0	0
31.092	-0.56783	7.4668	31.311	-0.53887	7.6252	31.081	-0.6165	7.7479	1	0	0	4.9982e-05	0	0	0
49.296	77.653	7.4389	49.534	77.593	7.328	49.249	77.621	7.7154	1	0	0	5.4153e-05	0	0	0
60.01	76.352	7.4037	59.795	76.302	7.2636	59.997	76.408	7.6713	1	0	0	5.8075e-05	0	0	0
-1.6521	39.112	7.3593	-1.8879	39.136	7.2151	-1.6455	39.148	7.6478	1	0	0	6.2497e-05	0	0	0
69.276	74.855	7.3463	69.498	74.989	7.2563	69.245	74.782	7.6231	1	0	0	6.6837e-05	0	0	0
-0.98564	77.727	7.346	-1.1826	77.589	7.1949	-1.2167	77.64	7.4863	1	0	0	7.1262e-05	0	0	0
-0.98564	77.727	7.346	-1.2167	77.64	7.4863	-1.0197	77.778	7.6371	1	0	0	7.5895e-05	0	0	0
31.322	-0.49024	7.3443	31.553	-0.41266	7.2218	31.311	-0.53887	7.6252	1	0	0	8.0156e-05	0	0	0
-1.4137	77.502	7.3353	-1.6107	77.363	7.1842	-1.4478	77.552	7.6264	1	0	0	8.4789e-05	0	0	0
19.961	78.722	7.3287	19.752	78.813	7.2006	19.98	78.737	7.6014	1	0	0	8.8712e-05	0	0	0
30.872	-0.59675	7.3083	31.103	-0.51916	7.1857	31.092	-0.56783	7.4668	1	0	0	9.278e-05	0	0	0
30.872	-0.59675	7.3083	31.092	-0.56783	7.4668	30.861	-0.64538	7.5891	1	0	0	9.7041e-05	0	0	0
11.291	34.907	7.2896	11.518	34.99	7.1305	11.322	34.828	7.5797	1	0	0	0.00010183	0	0	0
-0.85774	77.893	7.2849	-1.0843	77.764	7.2609	-0.79667	78.021	7.5116	1	0	0	0.00010567	0	0	0
30.796	-0.73976	7.2763	31.035	-0.66867	7.2515	30.712	-0.84497	7.4948	1	0	0	0.0001092	0	0	0
60.238	76.345	7.2757	60.023	76.296	7.136	60.01	76.352	7.4037	1	0	0	0.00011295	0	0	0
60.238	76.345	7.2757	60.01	76.352	7.4037	59.997	76.408	7.6713	1	0	0	0.00011964	0	0	0
49.105	77.745	7.2727	49.343	77.685	7.1623	49.296	77.653	7.4389	1	0	0	0.00012362	0	0	0
49.105	77.745	7.2727	49.296	77.653	7.4389	49.249	77.621	7.7154	1	0	0	0.00013074	0	0	0
1.4204	1.5893	7.2519	1.2028	1.5701	7.1085	1.411	1.6259	7.523	1	0	0	0.00013466	0	0	0
19.33	1.948	7.2351	19.128	1.9126	7.0732	19.293	1.9984	7.5017	1	0	0	0.00013858	0	0	0
-1.4227	39.053	7.2147	-1.6586	39.077	7.0709	-1.6521	39.112	7.3593	1	0	0	0.0001428	0	0	0
-1.4227	39.053	7.2147	-1.6521	39.112	7.3593	-1.6455	39.148	7.6478	1	0	0	0.00015035	0	0	0
-0.75454	77.814	7.2057	-0.95382	77.679	7.0742	-0.98564	77.727	7.346	1	0	0	0.00015462	0	0	0
-0.75454	77.814	7.2057	-0.98564	77.727	7.346	-1.0197	77.778	7.6371	1	0	0	0.00016253	0	0	0
-1.1826	77.589	7.1949	-1.3819	77.454	7.0634	-1.4137	77.502	7.3353	1	0	0	0.0001668	0	0	0
-1.1826	77.589	7.1949	-1.4137	77.502	7.3353	-1.2167	77.64	7.4863	1	0	0	0.00017143	0	0	0
31.103	-0.51916	7.1857	31.333	-0.44483	7.0821	31.322	-0.49024	7.3443	1	0	0	0.00017536	0	0	0
31.103	-0.51916	7.1857	31.322	-0.49024	7.3443	31.092	-0.56783	7.4668	1	0	0	0.00017962	0	0	0
20.151	78.617	7.1837	19.942	78.707	7.056	19.961	78.722	7.3287	1	0	0	0.00018336	0	0	0
20.151	78.617	7.1837	19.961	78.722	7.3287	19.98	78.737	7.6014	1	0	0	0.00019006	0	0	0
49.343	77.685	7.1623	49.581	77.624	7.0517	49.534	77.593	7.328	1	0	0	0.00019404	0	0	0
49.343	77.685	7.1623	49.534	77.593	7.328	49.296	77.653	7.4389	1	0	0	0.0001982	0	0	0
69.084	74.795	7.1589	69.307	74.928	7.0694	69.276	74.855	7.3463	1	0	0	0.00020234	0	0	0
69.084	74.795	7.1589	69.276	74.855	7.3463	69.245	74.782	7.6231	1	0	0	0.00020975	0	0	0
31.45	-0.52635	7.1583	31.552	-0.44237	7.0076	31.542	-0.57439	7.3452	1	0	0	0.0002121	0	0	0
11.034	34.905	7.1581	11.261	34.987	6.9995	11.291	34.907	7.2896	1	0	0	0.00021667	0	0	0
11.034	34.905	7.1581	11.291	34.907	7.2896	11.322	34.828	7.5797	1	0	0	0.00022484	0	0	0
-1.4937	77.504	7.1573	-1.5724	77.395	6.9973	-1.603	77.529	7.3498	1	0	0	0.00022739	0	0	0
30.653	-0.62566	7.1497	30.882	-0.55134	7.046	30.872	-0.59675	7.3083	1	0	0	0.00023132	0	0	0
30.653	-0.62566	7.1497	30.872	-0.59675	7.3083	30.861	-0.64538	7.5891	1	0	0	0.00023859	0	0	0
60.023	76.296	7.136	59.808	76.246	6.9962	59.795	76.302	7.2636	1	0	0	0.00024233	0	0	0
60.023	76.296	7.136	59.795	76.302	7.2636	60.01	76.352	7.4037	1	0	0	0.00024625	0	0	0
19.568	1.9329	7.1301	19.366	1.8976	6.9686	19.33	1.948	7.2351	1	0	0	0.00024999	0	0	0
19.568	1.9329	7.1301	19.33	1.948	7.2351	19.293	1.9984	7.5017	1	0	0	0.00025668	0	0	0
29.589	35.893	7.1287	29.793	35.942	6.9637	29.627	35.87	7.4042	1	0	0	0.00026076	0	0	0
-1.3054	77.589	7.1244	-1.3844	77.48	6.9648	-1.4937	77.504	7.1573	1	0	0	0.00026315	0	0	0
-1.3054	77.589	7.1244	-1.4937	77.504	7.1573	-1.603	77.529	7.3498	1	0	0	0.00026749	0	0	0
1.6475	1.5718	7.1237	1.4298	1.5526	6.9807	1.4204	1.5893	7.2519	1	0	0	0.00027123	0	0	0
1.6475	1.5718	7.1237	1.4204	1.5893	7.2519	1.411	1.6259	7.523	1	0	0	0.00027793	0	0	0
31.256	-0.56224	7.1218	31.359	-0.47832	6.9713	31.45	-0.52635	7.1583	1	0	0	0.00028013	0	0	0
31.256	-0.56224	7.1218	31.45	-0.52635	7.1583	31.542	-0.57439	7.3452	1	0	0	0.00028412	0	0	0
30.64	-0.70548	7.0822	30.88	-0.63454	7.0577	30.796	-0.73976	7.2763	1	0	0	0.00028757	0	0	0
30.64	-0.70548	7.0822	30.796	-0.73976	7.2763	30.712	-0.84497	7.4948	1	0	0	0.00029365	0	0	0
31.333	-0.44483	7.0821	31.514	-0.3862	7.0003	31.553	-0.41266	7.2218	1	0	0	0.00029664	0	0	0
31.333	-0.44483	7.0821	31.553	-0.41266	7.2218	31.322	-0.49024	7.3443	1	0	0	0.00030048	0	0	0
-0.69238	77.894	7.0818	-0.91882	77.765	7.0582	-0.85774	77.893	7.2849	1	0	0	0.00030424	0	0	0
-0.69238	77.894	7.0818	-0.85774	77.893	7.2849	-0.79667	78.021	7.5116	1	0	0	0.00031085	0	0	0
70.004	37.346	7.0755	70.199	37.48	6.9644	70.01	37.276	7.3401	1	0	0	0.00031477	0	0	0
-0.95382	77.679	7.0742	-1.1531	77.545	6.9426	-1.1826	77.589	7.1949	1	0	0	0.00031889	0	0	0
-0.95382	77.679	7.0742	-1.1826	77.589	7.1949	-0.98564	77.727	7.346	1	0	0	0.00032307	0	0	0
-1.6586	39.077	7.0709	-1.8944	39.101	6.9269	-1.8879	39.136	7.2151	1	0	0	0.00032728	0	0	0
