21.871	9.7271	39.836	20.935	9.5455	39.466	22.187	10.519	40.74	5	0	0	6.9684e-05	0	0	0
22.491	9.1155	39.3	21.556	8.935	38.931	21.871	9.7271	39.836	5	0	0	0.00012693	0	0	0
22.491	9.1155	39.3	21.871	9.7271	39.836	22.187	10.519	40.74	5	0	0	0.00024097	0	0	0
21.556	8.935	38.931	20.62	8.754	38.562	20.935	9.5455	39.466	5	0	0	0.00029819	0	0	0
21.556	8.935	38.931	20.935	9.5455	39.466	21.871	9.7271	39.836	5	0	0	0.00036779	0	0	0
20.62	8.754	38.562	19.685	8.5729	38.192	20.935	9.5455	39.466	5	0	0	0.00043739	0	0	0
22.176	8.3239	38.396	21.24	8.1429	38.026	21.556	8.935	38.931	5	0	0	0.00049464	0	0	0
22.176	8.3239	38.396	21.556	8.935	38.931	22.491	9.1155	39.3	5	0	0	0.00056423	0	0	0
21.24	8.1429	38.026	20.326	8.0149	37.718	20.62	8.754	38.562	5	0	0	0.00061877	0	0	0
21.24	8.1429	38.026	20.62	8.754	38.562	21.556	8.935	38.931	5	0	0	0.00068841	0	0	0
22.795	7.7128	37.861	21.881	7.5848	37.552	22.176	8.3239	38.396	5	0	0	0.00074296	0	0	0
22.795	7.7128	37.861	22.176	8.3239	38.396	22.491	9.1155	39.3	5	0	0	0.00085684	0	0	0
20.326	8.0149	37.718	19.604	7.9139	37.474	19.685	8.5729	38.192	5	0	0	0.00089782	0	0	0
20.326	8.0149	37.718	19.685	8.5729	38.192	20.62	8.754	38.562	5	0	0	0.00095973	0	0	0
21.881	7.5848	37.552	20.967	7.4568	37.243	21.24	8.1429	38.026	5	0	0	0.0010117	0	0	0
21.881	7.5848	37.552	21.24	8.1429	38.026	22.176	8.3239	38.396	5	0	0	0.0010736	0	0	0
20.967	7.4568	37.243	19.987	7.1634	36.745	20.326	8.0149	37.718	5	0	0	0.0011343	0	0	0
20.967	7.4568	37.243	20.326	8.0149	37.718	21.24	8.1429	38.026	5	0	0	0.0011918	0	0	0
22.387	7.1446	37.177	21.542	6.7334	36.579	21.881	7.5848	37.552	5	0	0	0.0012387	0	0	0
22.387	7.1446	37.177	21.881	7.5848	37.552	22.795	7.7128	37.861	5	0	0	0.0012798	0	0	0
19.987	7.1634	36.745	19.604	7.9139	37.474	20.326	8.0149	37.718	5	0	0	0.0013614	0	0	0
21.542	6.7334	36.579	20.694	6.7708	36.46	20.967	7.4568	37.243	5	0	0	0.0014149	0	0	0
21.542	6.7334	36.579	20.967	7.4568	37.243	21.881	7.5848	37.552	5	0	0	0.0014983	0	0	0
20.694	6.7708	36.46	19.987	7.1634	36.745	20.967	7.4568	37.243	5	0	0	0.0015489	0	0	0
19.387	6.8177	36.129	19.517	6.3429	35.29	18.576	6.6452	35.551	5	0	0	0.0016028	0	0	0
19.387	6.8177	36.129	18.576	6.6452	35.551	17.568	6.969	35.829	5	0	0	0.0017053	0	0	0
17.568	6.969	35.829	17.766	6.4727	34.972	16.757	6.7967	35.251	5	0	0	0.0017613	0	0	0
17.568	6.969	35.829	16.757	6.7967	35.251	15.749	7.1207	35.53	5	0	0	0.0018639	0	0	0
33.986	11.87	35.762	33.32	11.254	35.433	33.834	12.74	36.534	5	0	0	0.0019259	0	0	0
20.103	6.4961	35.762	20.602	5.9946	34.99	19.517	6.3429	35.29	5	0	0	0.0019699	0	0	0
20.103	6.4961	35.762	19.517	6.3429	35.29	19.387	6.8177	36.129	5	0	0	0.0020064	0	0	0
42.434	43.995	35.681	41.683	43.749	35.106	42.409	44.688	36.646	5	0	0	0.0020701	0	0	0
20.151	47.588	35.604	19.421	47.215	35.251	20.204	48.265	36.45	5	0	0	0.0021232	0	0	0
18.576	6.6452	35.551	18.775	6.1487	34.693	17.766	6.4727	34.972	5	0	0	0.0021792	0	0	0
18.576	6.6452	35.551	17.766	6.4727	34.972	17.568	6.969	35.829	5	0	0	0.0022399	0	0	0
22.819	5.8526	35.435	22.148	6.2867	36.026	23.905	5.7908	35.667	5	0	0	0.0023005	0	0	0
34.803	11.615	35.318	34.137	11.001	34.99	33.986	11.87	35.762	5	0	0	0.0023515	0	0	0
34.803	11.615	35.318	33.986	11.87	35.762	33.834	12.74	36.534	5	0	0	0.0024529	0	0	0
19.517	6.3429	35.29	19.648	5.8681	34.451	18.775	6.1487	34.693	5	0	0	0.0025048	0	0	0
19.517	6.3429	35.29	18.775	6.1487	34.693	18.576	6.6452	35.551	5	0	0	0.0025593	0	0	0
43.21	43.548	35.29	42.459	43.303	34.715	42.434	43.995	35.681	5	0	0	0.0026117	0	0	0
43.21	43.548	35.29	42.434	43.995	35.681	42.409	44.688	36.646	5	0	0	0.0027159	0	0	0
16.757	6.7967	35.251	16.956	6.2999	34.393	15.749	7.1207	35.53	5	0	0	0.0027766	0	0	0
19.807	-2.9087	35.244	20.358	-2.7153	34.926	19.779	-3.2527	35.944	6	0	0	0.0028051	0	0	0
66.73	-5.0434	35.227	67.51	-4.9095	34.747	66.551	-5.7908	36.048	5	0	0	0.0028621	0	0	0
21.805	5.9103	35.218	21.333	6.2495	35.697	22.148	6.2867	36.026	5	0	0	0.0029015	0	0	0
21.805	5.9103	35.218	22.148	6.2867	36.026	22.819	5.8526	35.435	5	0	0	0.0029559	0	0	0
20.828	47.282	35.109	20.098	46.91	34.758	20.151	47.588	35.604	5	0	0	0.0029995	0	0	0
20.828	47.282	35.109	20.151	47.588	35.604	20.204	48.265	36.45	5	0	0	0.0030864	0	0	0
24.577	5.3566	35.076	23.905	5.7908	35.667	25.664	5.2948	35.309	5	0	0	0.0031471	0	0	0
20.602	5.9946	34.99	20.522	5.5875	34.21	19.648	5.8681	34.451	5	0	0	0.0032006	0	0	0
20.602	5.9946	34.99	19.648	5.8681	34.451	19.517	6.3429	35.29	5	0	0	0.0032717	0	0	0
34.137	11.001	34.99	33.472	10.385	34.662	33.32	11.254	35.433	5	0	0	0.0033227	0	0	0
